Product Name,SKU,dynamic_price,Regular Price,Short Description,Description,Meta Title,Meta Description,Sale Price,Quantity,Weight,Pkg WT %,MRP %,Multiplier,Ship Mult,Discount %,Brand Name,Category,Tag,attribute_name,attribute_value,gallery,thumbnail,meta_image
Mamaearth 100% Natural Berry Blast Toothpaste for Kids,NDMA15425,TRUE,149,"A 100% natural kids’ toothpaste with a tasty Berry Blast flavor that gently cleans teeth, removes plaque, and strengthens gums. Fluoride-free, safe if swallowed, and ideal for children learning to brush. Made with natural ingredients and non-toxic formula.","100% Natural Formula: Made with safe, natural ingredients that gently clean teeth and help maintain healthy gums, ideal for young children.

Delicious Berry Blast Flavor: Kid-approved fruity taste makes brushing fun and encourages healthy oral care habits.

Fluoride & SLS-Free: Completely free from fluoride, SLS, parabens, artificial colors, and harsh chemicals—safe even if accidentally swallowed.

Gently Removes Plaque: Effectively removes plaque and food particles while being gentle on developing teeth and gums.

Strengthens Gums Naturally: Enriched with plant-based ingredients that help support gum strength and overall oral health.

Safe for Ages 0–10: Dermatologically tested and pediatrician recommended, perfect for toddlers and growing kids.",Mamaearth Berry Blast Kids Toothpaste,"Mamaearth 100% Natural Berry Blast Toothpaste for kids. Fluoride-free, safe if swallowed, gently cleans teeth, removes plaque, and makes brushing fun with fruity flavor.",149,1000,50,25,25,2,2.5,17,Mamaearth,"Baby,Baby Skin Care","Mamaearth 100% Natural Berry Blast Toothpaste for kids. Fluoride-free, safe if swallowed, gently cleans teeth, removes plaque, and makes brushing fun with fruity flavor.",Pack Size,50 g,"mamaearth-100-natural-berry-blast-toothpaste-for-kids-1.png, mamaearth-100-natural-berry-blast-toothpaste-for-kids-2.png, mamaearth-100-natural-berry-blast-toothpaste-for-kids-3.png",mamaearth-100-natural-berry-blast-toothpaste-for-kids-1.png,mamaearth-100-natural-berry-blast-toothpaste-for-kids-1.png
"Mamaearth Milky Soft Natural Lip Balm for Babies with Oats, Milk & Calendula",NDMA15426,TRUE,199,"A gentle, natural lip balm for babies enriched with Oats, Milk, and Calendula to heal dryness, moisturize lips, and protect delicate skin. Safe, toxin-free, and perfect for newborns and sensitive baby lips. Keeps lips soft, smooth, and nourished all day.","Deep Moisturization for Baby Lips: Enriched with nourishing Oats, Milk Protein, and Calendula to soothe, hydrate, and protect delicate baby lips.

Heals Dry & Chapped Lips: Provides long-lasting moisture to repair dryness and keep lips soft and supple.

Safe for Sensitive Skin: Gentle, hypoallergenic formula designed specifically for newborns and babies with delicate lips.

Natural & Toxin-Free: Free from parabens, mineral oil, artificial fragrances, petroleum jelly, and harsh chemicals—safe even if accidentally licked.

Lightweight & Non-Sticky: Smooth, soft texture that glides easily and absorbs quickly without feeling greasy.

Daily Protection: Shields baby lips from dryness caused by weather changes, drooling, and dehydration.",Mamaearth Milky Soft Baby Lip Balm,,199,1000,4,25,25,2,20,17,Mamaearth,"Baby,Baby Oral Care","Mamaearth Baby Lip Balm, Milky Soft Lip Balm, Natural Baby Lip Care, Baby Lip Moisturizer, Calendula Lip Balm, Oats Lip Balm, Baby Skincare, Toxin Free Baby Care, Mamaearth Products",Pack Size,4 g,"mamaearth-milky-soft-natural-lip-balm-for-babies-with-oats-milk-calendula-1.png, mamaearth-milky-soft-natural-lip-balm-for-babies-with-oats-milk-calendula-2.png, mamaearth-milky-soft-natural-lip-balm-for-babies-with-oats-milk-calendula-3.png",mamaearth-milky-soft-natural-lip-balm-for-babies-with-oats-milk-calendula-1.png,mamaearth-milky-soft-natural-lip-balm-for-babies-with-oats-milk-calendula-1.png
Mamaearth Fruit Punch Toothpaste,NDMA15427,TRUE,149,"A kid-friendly toothpaste with a fun Fruit Punch flavor that gently cleans teeth, removes plaque, and promotes healthy gums. Fluoride-free, SLS-free, and safe if swallowed. Perfect for kids learning to brush and made with natural, toxin-free ingredients.","Yummy Fruit Punch Flavor: Delicious fruity taste makes brushing fun and encourages kids to build healthy oral care habits.

Gentle & Safe Formula: Made with natural, toxin-free ingredients that clean gently without harming developing teeth or gums.

Fluoride & SLS-Free: Completely free from fluoride, SLS, parabens, artificial colors, and harsh chemicals—safe even if swallowed.

Removes Plaque Effectively: Helps eliminate plaque, food residues, and bacteria while being gentle on sensitive gums.

Promotes Strong Teeth & Gums: Enriched with natural actives that support gum health and maintain clean, healthy teeth.

Kid-Safe & Dermatologically Tested: Suitable for toddlers and children, making brushing easy and enjoyable every day.",Mamaearth Fruit Punch Kids Toothpaste,Mamaearth Fruit Punch Kids Toothpaste,149,1000,50,25,25,2,2.5,17,Mamaearth,"Baby,Baby Skin Care","Mamaearth Kids Toothpaste, Fruit Punch Toothpaste, Natural Kids Toothpaste, Fluoride Free Toothpaste, Toddler Toothpaste, Kids Oral Care, Safe Kids Toothpaste, Baby Toothpaste, Mamaearth Products",Pack Size,50 g,"mamaearth-fruit-punch-toothpaste-1.png, mamaearth-fruit-punch-toothpaste-2.png, mamaearth-fruit-punch-toothpaste-3.png",mamaearth-fruit-punch-toothpaste-1.png,mamaearth-fruit-punch-toothpaste-1.png
Mamaearth Sulfate Free Awesome Orange Toothpaste For Kids With Fluoride,NDMA15428,TRUE,149,"A kid-friendly toothpaste with a refreshing orange flavor that gently cleans teeth, prevents cavities with fluoride, and supports strong enamel. Sulfate-free, safe, and ideal for daily use. Makes brushing fun while protecting growing teeth and gums.","Refreshing Orange Flavor: Tasty orange flavor makes brushing enjoyable for kids, encouraging healthy brushing habits every day.

Fluoride for Cavity Protection: Contains safe levels of fluoride that help prevent cavities, strengthen enamel, and protect growing teeth.

Sulfate-Free Formula: Free from SLS/SLES, ensuring gentle cleansing without irritating sensitive gums or damaging enamel.

Gently Removes Plaque: Effectively removes plaque, food particles, and bacteria while being gentle on developing teeth.

Safe for Daily Use: Designed for kids above 3 years, offering balanced protection and a fun brushing experience.

Toxin-Free & Natural Actives: Free from parabens, artificial colors, harsh chemicals, and other harmful additives.",Mamaearth Awesome Orange Kids Toothpaste,"Mamaearth Sulfate Free Awesome Orange Toothpaste for kids with fluoride protects against cavities, strengthens enamel, and makes brushing fun with its tasty orange flavor.",149,1000,50,25,25,2,2.5,17,Mamaearth,"Baby,Baby Oral Care","Mamaearth Kids Toothpaste, Awesome Orange Toothpaste, Fluoride Kids Toothpaste, Sulfate Free Toothpaste, Natural Kids Toothpaste, Kids Oral Care, Toddler Toothpaste, Enamel Protection Toothpaste, Safe Kids Toothpaste, Mamaearth Products",Pack Size,50 g,"mamaearth-sulfate-free-awesome-orange-toothpaste-for-kids-with-fluoride-1.png, mamaearth-sulfate-free-awesome-orange-toothpaste-for-kids-with-fluoride-2.png, mamaearth-sulfate-free-awesome-orange-toothpaste-for-kids-with-fluoride-3.png",mamaearth-sulfate-free-awesome-orange-toothpaste-for-kids-with-fluoride-1.png,mamaearth-sulfate-free-awesome-orange-toothpaste-for-kids-with-fluoride-1.png
Mamaearth Deeply Nourishing Body Wash for babies,NDMA15429,TRUE,399,"A gentle and nourishing baby body wash enriched with natural ingredients to cleanse, hydrate, and protect delicate skin. Tear-free, pH-balanced, and safe for newborns. Keeps baby’s skin soft, smooth, and moisturized after every bath.","Gentle & Nourishing Cleanser: Specially formulated for babies to gently cleanse without stripping natural moisture, keeping delicate skin soft and fresh.

Natural & Safe Ingredients: Enriched with Aloe Vera, Calendula, and Coconut-based cleansers that soothe, hydrate, and protect baby skin.

Tear-Free Formula: Designed to be mild on the eyes, ensuring a happy and comfortable bath time for your little one.

Maintains Skin Moisture: Helps retain natural moisture and prevents dryness, making it ideal for sensitive and delicate skin.

Dermatologically Tested: Hypoallergenic and safe for newborns, toddlers, and kids with sensitive skin.

Toxin-Free & Gentle: Free from sulfates, parabens, silicones, mineral oil, and artificial fragrances—100% baby-safe formulation.",,Mamaearth Deeply Nourishing Baby Body Wash,399,1000,400,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Oral Care","Mamaearth Baby Body Wash, Deeply Nourishing Body Wash, Baby Bath Wash, Natural Baby Wash, Tear Free Body Wash, Sensitive Skin Baby Care, Baby Skincare, Gentle Baby Wash, Mamaearth Products",Pack Size,400 ml,"mamaearth-deeply-nourishing-body-wash-for-babies-1.png, mamaearth-deeply-nourishing-body-wash-for-babies-2.png, mamaearth-deeply-nourishing-body-wash-for-babies-3.png",mamaearth-deeply-nourishing-body-wash-for-babies-1.png,mamaearth-deeply-nourishing-body-wash-for-babies-1.png
Mamaearth Coco Soft Body Wash For Babies With Coconut Milk & Turmeric,NDMA15430,TRUE,449,"A gentle baby body wash enriched with Coconut Milk and Turmeric to cleanse, nourish, and protect delicate skin. Tear-free, pH-balanced, and moisturizing. Keeps baby’s skin soft, smooth, and healthy while being safe for newborns and sensitive skin.","Gentle Nourishing Cleanser: Formulated with Coconut Milk to deeply moisturize delicate baby skin while cleansing gently.

Turmeric for Natural Protection: Turmeric helps soothe, calm, and protect baby skin from dryness and irritation.

Tear-Free Formula: Mild and gentle on the eyes, ensuring a comfortable and happy bath time experience.

Hydrates & Softens Skin: Restores moisture and keeps skin soft, smooth, and nourished after every wash.

Perfect for Sensitive Skin: pH-balanced, hypoallergenic, and dermatologically tested—safe for newborns and babies with delicate skin.

Toxin-Free & Baby Safe: Free from sulfates, parabens, silicones, mineral oil, and artificial fragrances for gentle daily care.",Mamaearth Coco Soft Baby Body Wash,"Mamaearth Coco Soft Body Wash with Coconut Milk & Turmeric gently cleanses, hydrates, and protects baby skin. Tear-free, pH-balanced, and safe for newborns.",449,1000,400,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Coco Soft Body Wash, Baby Body Wash, Coconut Milk Baby Wash, Turmeric Baby Wash, Gentle Baby Wash, Tear Free Body Wash, Baby Bath Essentials, Natural Baby Wash, Sensitive Skin Baby Care, Mamaearth Products",Pack Size,400 ml,"mamaearth-coco-soft-body-wash-for-babies-with-coconut-milk-turmeric-1.png, mamaearth-coco-soft-body-wash-for-babies-with-coconut-milk-turmeric-2.png, mamaearth-coco-soft-body-wash-for-babies-with-coconut-milk-turmeric-3.png",mamaearth-coco-soft-body-wash-for-babies-with-coconut-milk-turmeric-1.png,mamaearth-coco-soft-body-wash-for-babies-with-coconut-milk-turmeric-1.png
"Mamaearth Milky Soft Body Wash for Babies with Oats, Milk and Calendula",NDMA15431,TRUE,449,"A gentle, nourishing baby body wash with Oats, Milk, and Calendula that cleanses softly while hydrating and soothing delicate skin. Tear-free, pH-balanced, and perfect for newborns and sensitive skin. Keeps baby’s skin soft, smooth, and moisturized.","Soft & Gentle Cleansing: Formulated to gently cleanse delicate baby skin without stripping natural moisture, leaving it soft and refreshed.

Oats for Soothing Care: Enriched with Oats that calm irritation, soothe dryness, and help maintain skin comfort.

Milk for Deep Hydration: Milk nourishes and hydrates the skin, keeping it soft, supple, and healthy after every bath.

Calendula for Skin Protection: Calendula helps soothe sensitive skin, reduces redness, and supports natural healing.

Tear-Free & Safe Formula: Mild, tear-free body wash crafted to make bath time comforting and enjoyable for babies.

Dermatologically Tested: Hypoallergenic, pH-balanced, and perfectly safe for newborns and babies with sensitive skin.

Free From Harsh Chemicals: No sulfates, parabens, silicones, mineral oil, or artificial fragrances—100% gentle and baby-safe.",Mamaearth Milky Soft Baby Body Wash,"Mamaearth Milky Soft Body Wash with Oats, Milk & Calendula gently cleanses, hydrates, and soothes baby skin. Tear-free, pH-balanced, and safe for newborns.",449,1000,400,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Milky Soft Body Wash, Baby Body Wash, Oats Baby Wash, Milk Baby Wash, Calendula Baby Wash, Gentle Baby Wash, Tear Free Baby Wash, Natural Baby Care, Sensitive Skin Baby Wash, Mamaearth Products",Pack Size,400 ml,"mamaearth-milky-soft-body-wash-for-babies-with-oats-milk-and-calendula-1.png, mamaearth-milky-soft-body-wash-for-babies-with-oats-milk-and-calendula-2.png, mamaearth-milky-soft-body-wash-for-babies-with-oats-milk-and-calendula-3.png",mamaearth-milky-soft-body-wash-for-babies-with-oats-milk-and-calendula-1.png,mamaearth-milky-soft-body-wash-for-babies-with-oats-milk-and-calendula-1.png
Mamaearth Nourishing Bathing Bar Soap For Kids,NDMA15432,TRUE,499,"A gentle and nourishing bathing bar for kids enriched with natural moisturizers to keep skin soft, smooth, and hydrated. Tear-free, pH-balanced, and safe for daily use. Ideal for sensitive skin, leaving your child’s skin fresh, clean, and healthy.","Gentle Cleansing for Kids: Specially crafted bathing bar that cleanses gently without stripping natural oils, keeping children’s skin soft and healthy.

Nourishing & Moisturizing: Enriched with natural ingredients that hydrate and nourish the skin, preventing dryness and irritation.

pH-Balanced Formula: Maintains the skin’s natural pH level, making it ideal for sensitive and delicate skin.

Safe for Daily Use: Mild, tear-free formulation ensures safe, comfortable bathing for toddlers and growing kids.

Free from Harsh Chemicals: Contains no parabens, sulfates, silicones, mineral oil, or artificial fragrances—100% kid-safe.

Dermatologically Tested: Hypoallergenic and suitable for everyday use on all skin types.",Mamaearth Nourishing Bathing Bar for Kids,"Mamaearth Nourishing Bathing Bar for kids cleanses gently, keeps skin soft and hydrated, and is pH-balanced, natural, and safe for daily use on sensitive skin.",499,1000,375,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Bathing Bar, Kids Bath Soap, Nourishing Kids Soap, Natural Kids Bathing Bar, Gentle Kids Soap, Sensitive Skin Soap, Baby Bath Essentials, Kids Skincare, Toxin Free Kids Soap, Mamaearth Products",Pack Size,75 g (Pack of 5),"mamaearth-nourishing-bathing-bar-soap-for-kids-1.png, mamaearth-nourishing-bathing-bar-soap-for-kids-2.png, mamaearth-nourishing-bathing-bar-soap-for-kids-3.png",mamaearth-nourishing-bathing-bar-soap-for-kids-1.png,mamaearth-nourishing-bathing-bar-soap-for-kids-1.png
Mamaearth Foaming Face Wash For Kids With Aloe Vera & Coconut For Gentle Cleansing,NDMA15433,TRUE,349,"A gentle foaming face wash for kids enriched with Aloe Vera and Coconut to cleanse dirt, oil, and impurities without drying the skin. Tear-free, pH-balanced, and ideal for sensitive skin. Keeps children’s skin fresh, soft, and hydrated with every wash.","Gentle Foaming Cleanser: Soft foam formula removes dirt, excess oil, and impurities without stripping moisture, making it perfect for kids’ delicate skin.

Aloe Vera for Hydration: Enriched with Aloe Vera that soothes, hydrates, and keeps the skin soft and refreshed.

Coconut for Nourishing Care: Coconut-based cleansers provide gentle yet effective cleansing without irritation.

Tear-Free & Safe Formula: Mild and gentle on the eyes, ensuring a comfortable and enjoyable cleansing experience for kids.

Perfect for Sensitive Skin: pH-balanced, hypoallergenic, and dermatologically tested—safe for daily use on all skin types.

Toxin-Free & Natural: Free from parabens, sulfates, silicones, mineral oil, and artificial fragrances for gentle and safe everyday care.",Mamaearth Kids Foaming Face Wash,"Mamaearth Foaming Face Wash for kids with Aloe Vera & Coconut cleans gently, hydrates skin, and is tear-free, pH-balanced, and perfect for sensitive skin",349,1000,150,25,25,1.4,1.6,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Kids Face Wash, Foaming Face Wash, Aloe Vera Face Wash Kids, Coconut Kids Face Wash, Gentle Kids Cleanser, Tear Free Face Wash, Natural Kids Skincare, Sensitive Skin Kids Wash, Mamaearth Products",Pack Size,150 ml,"mamaearth-foaming-face-wash-for-kids-with-aloe-vera-coconut-for-gentle-cleansing-1.png, mamaearth-foaming-face-wash-for-kids-with-aloe-vera-coconut-for-gentle-cleansing-2.png, mamaearth-foaming-face-wash-for-kids-with-aloe-vera-coconut-for-gentle-cleansing-3.png",mamaearth-foaming-face-wash-for-kids-with-aloe-vera-coconut-for-gentle-cleansing-1.png,mamaearth-foaming-face-wash-for-kids-with-aloe-vera-coconut-for-gentle-cleansing-1.png
Mamaearth Super Strawberry Body Wash for Kids with Strawberry and Oat Protein,NDMA15434,TRUE,299,"A fun and gentle body wash for kids enriched with Strawberry and Oat Protein to cleanse, moisturize, and nourish delicate skin. Tear-free, pH-balanced, and dermatologically tested. Keeps kids’ skin soft, fresh, and hydrated with a fruity strawberry fragrance.","Fun Strawberry Fragrance: Delicious strawberry aroma makes bath time enjoyable while cleansing gently and refreshing the skin.

Enriched with Oat Protein: Oat Protein nourishes and soothes delicate skin, helping maintain long-lasting softness and hydration.

Gentle & Tear-Free Formula: Mild, tear-free body wash designed to clean without irritating sensitive skin or eyes.

Maintains Skin Moisture: Coconut-based cleansers ensure gentle cleaning while preserving natural moisture.

Perfect for Kids’ Sensitive Skin: pH-balanced, hypoallergenic, and dermatologically tested for safe daily use.

Toxin-Free & Safe: Free from sulfates, parabens, mineral oil, silicones, and artificial fragrances—ideal for gentle everyday care.",Mamaearth Super Strawberry Body Wash Kids,"Mamaearth Super Strawberry Body Wash for kids cleanses gently with Strawberry & Oat Protein. Tear-free, moisturizing, pH-balanced, and perfect for sensitive skin.",299,1000,300,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Skin Care","Mamaearth Kids Body Wash, Super Strawberry Body Wash, Strawberry Kids Wash, Oat Protein Body Wash, Gentle Kids Cleanser, Tear Free Body Wash, Natural Kids Skincare, Kids Bath Essentials, Sensitive Skin Kids Wash, Mamaearth Products",Pack Size,300 ml,"mamaearth-super-strawberry-body-wash-for-kids-with-strawberry-and-oat-protein-1.png, mamaearth-super-strawberry-body-wash-for-kids-with-strawberry-and-oat-protein-2.png, mamaearth-super-strawberry-body-wash-for-kids-with-strawberry-and-oat-protein-3.png",mamaearth-super-strawberry-body-wash-for-kids-with-strawberry-and-oat-protein-1.png,mamaearth-super-strawberry-body-wash-for-kids-with-strawberry-and-oat-protein-1.png
Mamaearth Coco Soft Bathing Bar for Babies with Coconut Oil & Turmeric for Babies,NDMA15435,TRUE,249,"A gentle bathing bar for babies enriched with Coconut Oil and Turmeric to nourish, hydrate, and protect delicate skin. Tear-free, pH-balanced, and safe for newborns. Keeps baby’s skin soft, smooth, and healthy with natural, toxin-free ingredients.","Gentle Nourishing Cleanser: Made with Coconut Oil to deeply moisturize and nourish your baby’s delicate skin without drying it out.

Turmeric for Skin Protection: Turmeric helps soothe irritation, calm sensitive skin, and protect it from environmental damage naturally.

Soft & Moisturizing Formula: Keeps the skin soft, smooth, and hydrated after every bath, perfect for babies with dry or sensitive skin.

pH-Balanced & Mild: Designed to maintain natural skin balance, making it suitable for newborns and daily use.

Tear-Free & Safe: Gentle formula that is easy on the eyes and safe for little ones.

Free from Toxins: Contains no sulfates, parabens, silicones, mineral oil, artificial fragrances, or harsh chemicals—100% baby-safe.

Dermatologically Tested: Hypoallergenic and suitable for sensitive, delicate skin.",Mamaearth Coco Soft Baby Bathing Bar,"Mamaearth Coco Soft Bathing Bar for babies with Coconut Oil & Turmeric gently cleanses, hydrates, and protects delicate skin. pH-balanced, tear-free, and safe for newborns.",249,1000,150,25,25,1.4,1.6,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Coco Soft Bathing Bar for babies with Coconut Oil & Turmeric gently cleanses, hydrates, and protects delicate skin. pH-balanced, tear-free, and safe for newborns.",Pack Size,75 g (Pack of 2),"mamaearth-coco-soft-bathing-bar-for-babies-with-coconut-oil-turmeric-for-babies-1.png, mamaearth-coco-soft-bathing-bar-for-babies-with-coconut-oil-turmeric-for-babies-2.png, mamaearth-coco-soft-bathing-bar-for-babies-with-coconut-oil-turmeric-for-babies-3.png",mamaearth-coco-soft-bathing-bar-for-babies-with-coconut-oil-turmeric-for-babies-1.png,mamaearth-coco-soft-bathing-bar-for-babies-with-coconut-oil-turmeric-for-babies-1.png
Mamaearth Moisturizing Bathing Bar Soap For Babies,NDMA15436,TRUE,483,"A gentle moisturizing bathing bar for babies enriched with natural oils to nourish, soothe, and protect delicate skin. pH-balanced, tear-free, and perfect for newborns and sensitive skin. Keeps baby’s skin soft, smooth, and hydrated all day.","Gentle Moisturizing Cleanser: Specially crafted for babies to cleanse smoothly without stripping natural moisture, keeping skin soft and hydrated.

Enriched with Natural Oils: Contains nourishing and soothing ingredients that moisturize and protect delicate skin.

Perfect for Dry & Sensitive Skin: Helps reduce dryness and irritation, making it suitable for newborns and babies with sensitive skin.

pH-Balanced & Mild: Designed to maintain the skin’s natural pH level, ensuring gentle and safe cleansing every day.

Tear-Free Formula: Mild and safe for little ones, making bath time easy and comfortable.

Free from Harsh Chemicals: No sulfates, parabens, silicones, mineral oil, or artificial fragrances—100% toxin-free and baby-safe.

Dermatologically Tested: Hypoallergenic and suitable for daily use on all skin types.",Mamaearth Moisturizing Baby Bathing Bar,"Mamaearth Moisturizing Baby Bathing BarMamaearth Moisturizing Bathing Bar for babies gently cleanses, hydrates, and protects delicate skin. pH-balanced, natural, tear-free, and perfect for sensitive skin.",483,1000,300,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Baby Bathing Bar, Moisturizing Baby Soap, Gentle Baby Soap, Natural Baby Bath Bar, Sensitive Skin Baby Soap, Tear Free Baby Soap, Baby Skincare, Toxin Free Baby Soap, Mamaearth Products",Pack Size,75 g (Pack of 4),"mamaearth-moisturizing-bathing-bar-soap-for-babies-1.png, mamaearth-moisturizing-bathing-bar-soap-for-babies-2.png, mamaearth-moisturizing-bathing-bar-soap-for-babies-3.png",mamaearth-moisturizing-bathing-bar-soap-for-babies-1.png,mamaearth-moisturizing-bathing-bar-soap-for-babies-1.png
Mamaearth Moisturizing Bathing Bar Soap For Babies,NDMA15437,TRUE,249,"A gentle moisturizing bathing bar for babies enriched with natural oils to nourish, soothe, and protect delicate skin. pH-balanced, tear-free, and perfect for newborns and sensitive skin. Keeps baby’s skin soft, smooth, and hydrated all day.","Gentle Moisturizing Cleanser: Specially crafted for babies to cleanse smoothly without stripping natural moisture, keeping skin soft and hydrated.

Enriched with Natural Oils: Contains nourishing and soothing ingredients that moisturize and protect delicate skin.

Perfect for Dry & Sensitive Skin: Helps reduce dryness and irritation, making it suitable for newborns and babies with sensitive skin.

pH-Balanced & Mild: Designed to maintain the skin’s natural pH level, ensuring gentle and safe cleansing every day.

Tear-Free Formula: Mild and safe for little ones, making bath time easy and comfortable.

Free from Harsh Chemicals: No sulfates, parabens, silicones, mineral oil, or artificial fragrances—100% toxin-free and baby-safe.

Dermatologically Tested: Hypoallergenic and suitable for daily use on all skin types.",Mamaearth Moisturizing Baby Bathing Bar,"Mamaearth Moisturizing Bathing Bar for babies gently cleanses, hydrates, and protects delicate skin. pH-balanced, natural, tear-free, and perfect for sensitive skin.",249,1000,150,25,25,1.4,1.6,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Baby Bathing Bar, Moisturizing Baby Soap, Gentle Baby Soap, Natural Baby Bath Bar, Sensitive Skin Baby Soap, Tear Free Baby Soap, Baby Skincare, Toxin Free Baby Soap, Mamaearth Products",Pack Size,75 g (Pack of 2),"mamaearth-moisturizing-bathing-bar-soap-for-babies-1.png, mamaearth-moisturizing-bathing-bar-soap-for-babies-2.png, mamaearth-moisturizing-bathing-bar-soap-for-babies-3.png",mamaearth-moisturizing-bathing-bar-soap-for-babies-1.png,mamaearth-moisturizing-bathing-bar-soap-for-babies-1.png
Mamaearth Deeply Nourishing Body Wash For Babies,NDMA15438,TRUE,199,"A gentle, hydrating baby body wash enriched with natural cleansers to nourish, soothe, and protect delicate skin. Tear-free, pH-balanced, and safe for newborns. Keeps your baby’s skin soft, smooth, and moisturized after every bath.","Gentle & Nourishing Cleanser: Formulated to cleanse delicate baby skin without causing dryness, leaving it soft, fresh, and moisturized.

Enriched with Natural Ingredients: Contains Aloe Vera, Calendula, and Coconut-based cleansers that hydrate, soothe, and protect sensitive skin.

Tear-Free Formula: Mild, gentle, and safe for the eyes—making bath time comfortable and enjoyable for babies.

Hydrates & Maintains Moisture: Helps retain skin moisture and prevents dryness, ideal for newborns and daily use.

Dermatologically Tested: Hypoallergenic, pH-balanced, and suitable for babies with extremely sensitive skin.

Toxin-Free & Safe: Free from parabens, sulfates, silicones, mineral oil, synthetic fragrances, and harsh chemicals.",Mamaearth Deeply Nourishing Baby Body Wash,Mamaearth Deeply Nourishing Baby Body Wash,199,1000,200,25,25,1.4,1.4,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Baby Body Wash, Deeply Nourishing Body Wash, Baby Bath Wash, Natural Baby Wash, Tear Free Body Wash, Gentle Baby Cleanser, Sensitive Skin Baby Care, Baby Skincare, Mamaearth Products",Pack Size,200 ml,"mamaearth-deeply-nourishing-body-wash-for-babies-1.png, mamaearth-deeply-nourishing-body-wash-for-babies-2.png, mamaearth-deeply-nourishing-body-wash-for-babies-3.png",mamaearth-deeply-nourishing-body-wash-for-babies-1.png,mamaearth-deeply-nourishing-body-wash-for-babies-1.png
"Mamaearth Milky Soft Bathing Bar for Babies with Oats, Milk and Calendula",NDMA15439,TRUE,249,"A gentle bathing bar for babies enriched with Oats, Milk, and Calendula to cleanse, moisturize, and soothe delicate skin. pH-balanced, tear-free, and safe for newborns. Keeps baby’s skin soft, smooth, and nourished with every bath.","Soft & Gentle Cleansing: Mild formula that cleanses delicate baby skin without stripping natural moisture, making it ideal for everyday use.

Oats for Soothing Relief: Oats help calm irritation, reduce dryness, and maintain skin comfort for sensitive baby skin.

Milk for Deep Moisturization: Milk nourishes and hydrates, leaving the skin soft, smooth, and healthy after each bath.

Calendula for Skin Protection: Calendula helps soothe, heal, and protect the skin from redness, irritation, and dryness.

pH-Balanced & Mild: Designed to maintain the natural pH balance, safe for newborns and babies with sensitive skin.

Tear-Free & Baby Safe: Gentle on eyes and crafted for a comfortable bathing experience.

Free from Harsh Chemicals: No parabens, sulfates, silicones, mineral oil, or synthetic fragrances—100% safe and toxin-free.",Mamaearth Milky Soft Baby Bathing Bar,"Mamaearth Milky Soft Bathing Bar with Oats, Milk & Calendula gently cleanses, moisturizes, and soothes delicate baby skin. pH-balanced, tear-free, and safe for newborns.",249,1000,150,25,25,1.4,1.6,17,Mamaearth,"Baby,Baby Bathing Care","Mamaearth Milky Soft Bathing Bar, Baby Bathing Bar, Oats Baby Soap, Milk Baby Soap, Calendula Baby Soap, Gentle Baby Soap, Sensitive Skin Baby Care, Natural Baby Bath Bar, Baby Skincare, Mamaearth Products",Pack Size,75 g (Pack of 2),"mamaearth-milky-soft-bathing-bar-for-babies-with-oats-milk-and-calendula-1.png, mamaearth-milky-soft-bathing-bar-for-babies-with-oats-milk-and-calendula-2.png, mamaearth-milky-soft-bathing-bar-for-babies-with-oats-milk-and-calendula-3.png",mamaearth-milky-soft-bathing-bar-for-babies-with-oats-milk-and-calendula-1.png,mamaearth-milky-soft-bathing-bar-for-babies-with-oats-milk-and-calendula-1.png
